palabra,sentimiento
reincidencia,negativo
reincidencia,tristeza
reintegrar,positivo
reivindicada,positivo
reivindicado,positivo
rejilla,enfado
rejilla,asco
rejilla,negativo
rejuvenecer,positivo
rejuvenecida,positivo
rejuvenecido,positivo
relacionada,confianza
relacionado,confianza
relajación,positivo
relámpago,enfado
relámpago,miedo
relámpago,sorpresa
relativo,confianza
relato,positivo
relevando,positivo
religión,confianza
reliquias,tristeza
relleno,positivo
reloj,anticipación
reloj,anticipación
reloj,miedo
reloj de sol,anticipación
reloj de sol,confianza
reluciente,positivo
remachada,positivo
remachado,positivo
remanso,negativo
remanso,tristeza
remediador,negativo
remedio,anticipación
remedio,alegría
remedio,positivo
remedio,confianza
remisión,positivo
remodelar,positivo
remordimiento,negativo
remordimiento,tristeza
renacimiento,anticipación
renacimiento,alegría
renacimiento,positivo
renacimiento,confianza
renacimiento,positivo
rendición,miedo
rendición,negativo
rendición,tristeza
rendir culto,anticipación
rendir culto,miedo
rendir culto,alegría
rendir culto,positivo
rendir culto,confianza
rendirse,negativo
rendirse,tristeza
renegada,enfado
renegada,negativo
renegado,enfado
renegado,negativo
renombrada,positivo
renombrado,positivo
renombre,positivo
renovación,positivo
renovación,anticipación
renovación,alegría
renovación,positivo
renovar,anticipación
renovar,positivo
renuencia,negativo
renuncia,negativo
renunciar,negativo
renunciar,enfado
renunciar,negativo
renunciar,enfado
renunciar,asco
renunciar,miedo
renunciar,negativo
renunciar,tristeza
reorganizar,positivo
reparación,positivo
reparación,confianza
repelente,asco
repelente,miedo
repelente,negativo
repelente,enfado
repelente,asco
repelente,miedo
repelente,negativo
repeler,asco
repeler,negativo
repentinamente,sorpresa
repentino,sorpresa
repetitivo,negativo
repleto,positivo
repleto,asco
reponer,positivo
reportero,positivo
reportero,confianza
reposo,positivo
reprensión,negativo
represalia,enfado
represalia,miedo
represalia,negativo
represalia,tristeza
represalias,enfado
represalias,miedo
represalias,negativo
representada,positivo
representado,positivo
representando,anticipación
represión,miedo
represión,negativo
reprimenda,enfado
reprimenda,negativo
reprimir,negativo
reprimir,tristeza
reprimir,enfado
reprimir,miedo
reprimir,negativo
reprimir,tristeza
reproche,enfado
reproche,asco
reproche,negativo
reproche,tristeza
reproductivo,alegría
reproductivo,positivo
república,negativo
repudio,enfado
repudio,asco
repudio,negativo
repugnante,enfado
repugnante,asco
repugnante,negativo
repugnante,enfado
repugnante,asco
repugnante,miedo
repugnante,negativo
repulsión,asco
repulsión,miedo
repulsión,negativo
réquiem,tristeza
requisito previo,anticipación
resbalón,negativo
resbalón,sorpresa
rescate,enfado
rescate,miedo
rescate,negativo
rescate,anticipación
rescate,alegría
rescate,positivo
rescate,sorpresa
rescate,confianza
rescindir,negativo
rescisión,negativo
resección,miedo
resentida,enfado
resentida,negativo
resentido,enfado
resentido,negativo
resentimiento,enfado
resentimiento,negativo
resentimiento,enfado
resentimiento,asco
resentimiento,negativo
resentimiento,tristeza
resentirse de,enfado
resentirse de,negativo
reserva,positivo
reservada,negativo
reservado,negativo
residente,positivo
residuos,asco
residuos,negativo
resignación,negativo
resignación,tristeza
resignación,sorpresa
resignada,negativo
resignada,tristeza
resignado,negativo
resignado,tristeza
resistador,positivo
resistencia,positivo
resistencia,enfado
resistencia,negativo
resistente,alegría
resistente,positivo
resistente,confianza
resistente,miedo
resistente,negativo
resistiendo,enfado
resistiendo,miedo
resistiendo,negativo
resistiendo,tristeza
resistir a,anticipación
resistir a,miedo
resistir a,positivo
resistirse,negativo
respecto a,positivo
respetabilidad,positivo
respetable,positivo
respetable,confianza
respeto,anticipación
respeto,alegría
respeto,positivo
respeto,confianza
respetuoso,positivo
respetuoso,confianza
respiradero,enfado
respiro,alegría
respiro,positivo
respiro,confianza
resplandecer,asco
resplandecer,alegría
resplandeciente,alegría
resplandeciente,positivo
resplandor,enfado
resplandor,negativo
resplandor,anticipación
resplandor,alegría
resplandor,positivo
resplandor,confianza
responsabilidad,positivo
responsabilidad,confianza
responsable,confianza
responsable,positivo
responsable,confianza
restaurando,positivo
restaurar,positivo
restitución,enfado
restitución,positivo
restricción,enfado
restricción,miedo
restricción,negativo
restricción,tristeza
restricción,positivo
restricción,enfado
restricción,miedo
restricción,negativo
restricción,tristeza
restrictivo,negativo
restringir,negativo
restringir,tristeza
resueltamente,positivo
resultada,positivo
resultada,anticipación
resultado,positivo
resultado,anticipación
resultante,anticipación
retardar,asco
retardar,miedo
retardar,negativo
retardar,tristeza
retencion,positivo
reticente,miedo
reticente,negativo
retirada,negativo
retirar,enfado
retirar,miedo
retirar,negativo
retirar,tristeza
retirar,negativo
retirar,tristeza
retirarse,negativo
reto,enfado
reto,miedo
reto,negativo
retorcerse,asco
retorcerse,negativo
retorta,negativo
retozar,alegría
retozar,positivo
retozón,anticipación
retozón,alegría
retozón,positivo
retozón,sorpresa
retracción,negativo
retraer,enfado
retraer,negativo
retrasada,negativo
retrasado,negativo
retrasar,enfado
retrasar,asco
retrasar,miedo
retrasar,negativo
retrasar,tristeza
retrasar,negativo
retrasar,tristeza
retraso,negativo
retraso,negativo
retraso,tristeza
retraso,negativo
retraso,negativo
retroceder,anticipación
retroceder,asco
retroceder,miedo
retroceder,negativo
retroceder,tristeza
retroceder,sorpresa
retrógrada,negativo
retrógrado,negativo
reumatismo,enfado
reumatismo,miedo
reumatismo,negativo
reumatismo,tristeza
reunión,anticipación
reunión,positivo
reunión,confianza
reventada,enfado
reventada,miedo
reventada,negativo
reventado,enfado
reventado,miedo
reventado,negativo
reventar,negativo
reverencia,alegría
reverencia,positivo
reverencia,confianza
reverenciar,anticipación
reverenciar,alegría
reverenciar,positivo
reverenciar,confianza
reverendo,alegría
reverendo,positivo
revisar,positivo
revocación,negativo
revocar,enfado
revocar,asco
revocar,miedo
revocar,negativo
revocar,tristeza
revolcarse por,asco
revolcarse por,negativo
revolcarse por,tristeza
revoltijo,negativo
revoltoso,enfado
revoltoso,asco
revoltoso,miedo
revoltoso,negativo
revolución,enfado
revolución,anticipación
revolución,miedo
revolución,negativo
revolución,positivo
revolución,tristeza
revolución,sorpresa
revolucionario,positivo
revólver,enfado
revólver,miedo
revólver,negativo
revólver,tristeza
revuelta,enfado
revuelta,negativo
revuelta,sorpresa
revulsión,enfado
revulsión,asco
revulsión,miedo
revulsión,negativo
rey,positivo
rezagada,enfado
rezagada,anticipación
rezagada,asco
rezagada,negativo
rezagada,tristeza
rezagado,enfado
rezagado,anticipación
rezagado,asco
rezagado,negativo
rezagado,tristeza
rezumar,asco
rezumar,negativo
ridículo,negativo
ridículo,enfado
ridículo,asco
ridículo,negativo
ridículo,tristeza
ridículo,enfado
ridículo,asco
ridículo,negativo
rienda,negativo
riendo,alegría
riendo,positivo
riesgo,anticipación
riesgo,miedo
riesgo,negativo
rifa,anticipación
rifa,sorpresa
rifle,enfado
rifle,miedo
rifle,negativo
rígida,negativo
rígida,negativo
rígida,confianza
rígida,negativo
rigidez,negativo
rigidez,negativo
rígido,negativo
rígido,negativo
rígido,confianza
rígido,negativo
rigor,asco
rigor,miedo
rigor,negativo
riguroso,negativo
riqueza,positivo
riqueza,alegría
riqueza,positivo
riqueza,confianza
risa,alegría
risa,positivo
risa,sorpresa
risa,anticipación
risa,alegría
risa,positivo
risa,sorpresa
risa disimulada,positivo
risilla,alegría
risilla,positivo
risita,anticipación
risita,alegría
risita,positivo
risita,sorpresa
risita,confianza
rítmico,alegría
rítmico,positivo
rítmico,sorpresa
ritmo,positivo
rivalidad,enfado
rivalidad,negativo
rizo,positivo
robada,enfado
robada,negativo
robado,enfado
robado,negativo
robando,asco
robando,miedo
robando,negativo
robar,enfado
robar,asco
robar,miedo
robar,negativo
robar,tristeza
robar,enfado
robar,miedo
robar,negativo
robar,tristeza
roble,positivo
robo,negativo
robo,enfado
robo,asco
robo,miedo
robo,negativo
robo,tristeza
robo,enfado
robo,asco
robo,miedo
robo,negativo
robo,tristeza
robusto,positivo
robusto,positivo
rocín,enfado
rocín,negativo
rock,positivo
rodear,anticipación
rodear,negativo
rodear,positivo
romance,anticipación
romance,miedo
romance,alegría
romance,positivo
romance,tristeza
romance,sorpresa
romance,confianza
romanticismo,alegría
romanticismo,positivo
romántico,anticipación
romántico,alegría
romántico,positivo
romántico,confianza
romper,enfado
romper,miedo
romper,negativo
romper,tristeza
romper,sorpresa
rompió,miedo
rompió,negativo
rompió,tristeza
ronco,negativo
ronroneo,alegría
ronroneo,positivo
ronroneo,confianza
rosada,positivo
rosado,positivo
roto,enfado
roto,miedo
roto,negativo
roto,tristeza
rubor,positivo
rúbrica,positivo
ruda,negativo
ruda,tristeza
rueda de andar,anticipación
ruida,negativo
ruido,negativo
ruidoso,enfado
ruidoso,negativo
ruidoso,negativo
ruin,enfado
ruin,asco
ruin,miedo
ruin,negativo
ruina,miedo
ruina,negativo
ruina,tristeza
ruina,enfado
ruina,asco
ruina,miedo
ruina,negativo
ruina,tristeza
ruina,sorpresa
ruinas,negativo
ruinoso,enfado
ruinoso,asco
ruinoso,miedo
ruinoso,negativo
ruinoso,tristeza
ruleta,anticipación
rumor,negativo
rumor,tristeza
rumores,negativo
ruptura,negativo
ruptura,tristeza
ruptura,enfado
ruptura,miedo
ruptura,negativo
ruptura,sorpresa
ruptura,miedo
ruptura,negativo
ruptura,tristeza
ruptura,sorpresa
ruptura,tristeza
rutina,positivo
rutina,confianza
sabiduría,positivo
sabiduría,confianza
sabio,positivo
sabio,confianza
sabio,positivo
sable,enfado
sable,miedo
sable,negativo
saborear,anticipación
saborear,asco
saborear,alegría
saborear,positivo
saborear,tristeza
saborear,confianza
sabotaje,enfado
sabotaje,asco
sabotaje,miedo
sabotaje,negativo
sabotaje,tristeza
sabotaje,sorpresa
sabroso,positivo
sabroso,positivo
sabroso,positivo
sacerdocio,anticipación
sacerdocio,alegría
sacerdocio,positivo
sacerdocio,tristeza
sacerdocio,confianza
sacerdotal,positivo
sacerdote,positivo
sacerdote,confianza
sacrificio,enfado
sacrificio,asco
sacrificio,miedo
sacrificio,negativo
sacrificio,tristeza
sacrificio,sorpresa
sacrificio,enfado
sacrificio,asco
sacrificio,miedo
sacrificio,negativo
sacrificio,tristeza
sacrificio,sorpresa
sacrificios,asco
sacrificios,miedo
sacrificios,negativo
sacrificios,tristeza
sacudida,sorpresa
sacudida,miedo
sacudida,negativo
sagrada escritura,confianza
salario,anticipación
salario,alegría
salario,positivo
salario,confianza
salario,alegría
salario,positivo
salida,negativo
salida,tristeza
salida,sorpresa
salida,miedo
salida,negativo
salida,negativo
salida,tristeza
salido,negativo
salido,tristeza
saliente,positivo
saliva,anticipación
salmo,positivo
salón,negativo
salón,enfado
saltar,alegría
saltar,positivo
saluda,positivo
saluda,sorpresa
saluda,alegría
saluda,positivo
saludable,alegría
saludable,positivo
saludable,confianza
saludable,positivo
saludable,confianza
saludo,positivo
saludo,sorpresa
saludo,alegría
saludo,positivo
saludos,positivo
saludos,confianza
salvación,anticipación
salvación,alegría
salvación,positivo
salvación,confianza
salvada,asco
salvado,asco
salvaguardia,positivo
salvaguardia,confianza
salvaje,enfado
salvaje,miedo
salvaje,negativo
salvaje,negativo
salvaje,negativo
salvaje,sorpresa
salvajismo,enfado
salvajismo,miedo
salvajismo,negativo
salvar,alegría
salvar,positivo
salvar,confianza
samurai,miedo
samurai,positivo
sanar,alegría
sanar,positivo
sanar,confianza
sangrar,confianza
sangre,enfado
sangre,asco
sangre,miedo
sangre,negativo
sangre,tristeza
sangría,asco
sangría,miedo
sangría,negativo
sangría,tristeza
sangriento,enfado
sangriento,asco
sangriento,miedo
sangriento,negativo
sangriento,tristeza
sangriento,enfado
sangriento,asco
sangriento,miedo
sangriento,negativo
sangriento,tristeza
sanguijuela,negativo
sanguijuelas,asco
sanguijuelas,miedo
sanguijuelas,negativo
sanguinario,enfado
sanguinario,asco
sanguinario,miedo
sanguinario,negativo
sanitario,positivo
sano,positivo
sano,alegría
sano,positivo
sano,positivo
santidad,anticipación
santidad,miedo
santidad,alegría
santidad,positivo
santidad,sorpresa
santidad,confianza
santificación,alegría
santificación,positivo
santificación,confianza
santificar,anticipación
santificar,alegría
santificar,positivo
santificar,tristeza
santificar,sorpresa
santificar,confianza
santo,positivo
santo,anticipación
santo,alegría
santo,positivo
santo,sorpresa
santo,confianza
santuario,anticipación
santuario,alegría
santuario,positivo
santuario,confianza
sapo,asco
sapo,negativo
saqueo,enfado
saqueo,asco
saqueo,miedo
saqueo,negativo
saqueo,tristeza
saqueo,sorpresa
sarampión,asco
sarampión,miedo
sarampión,negativo
sarampión,tristeza
sarcasmo,enfado
sarcasmo,asco
sarcasmo,negativo
sarcasmo,tristeza
sarcástico,negativo
sarcoma,miedo
sarcoma,negativo
sarcoma,tristeza
sardónico,negativo
sarna,asco
sarna,miedo
sarna,negativo
satánico,enfado
satánico,negativo
satín,positivo
satisfacer,alegría
satisfacer,positivo
satisfacer,sorpresa
satisfactoriamente,positivo
satisfecho,alegría
satisfecho,positivo
satisfecho,alegría
satisfecho,positivo
saturada,asco
saturada,negativo
saturado,asco
saturado,negativo
savia,negativo
savia,tristeza
sazonada,positivo
sazonado,positivo
scrapie,enfado
scrapie,miedo
scrapie,negativo
scrapie,tristeza
secesión,negativo
secreción,asco
secreción,negativo
secretar,asco
secretaría,positivo
secreto,sorpresa
secreto,confianza
secreto,confianza
sectario,enfado
sectario,miedo
sectario,negativo
secuelas,enfado
secuelas,asco
secuelas,miedo
secuelas,negativo
secuelas,tristeza
secuestrar,enfado
secuestrar,miedo
secuestrar,negativo
secuestrar,tristeza
secuestrar,sorpresa
secuestro,miedo
secuestro,negativo
secuestro,tristeza
secuestro,sorpresa
secuestro,negativo
secuestro,tristeza
secular,anticipación
secundario,positivo
secundario,confianza
sed,anticipación
sed,tristeza
sed,sorpresa
seda,positivo
sedición,enfado
sedición,negativo
sedición,tristeza
sediento,negativo
seducción,negativo
seducir,anticipación
seducir,alegría
seducir,positivo
seducir,sorpresa
seducir,negativo
seductor,positivo
seductor,anticipación
segregar,enfado
segregar,asco
segregar,negativo
segregar,tristeza
seguidor,confianza
seguidor,alegría
seguidor,positivo
seguidor,confianza
segunda mano,negativo
seguridades,positivo
seguridades,confianza
seguro,positivo
seguro,confianza
seguro,alegría
seguro,positivo
seguro,confianza
sello,positivo
sello,confianza
selva,miedo
semental,positivo
semental,positivo
senada,confianza
senado,confianza
sencillo,positivo
sencillo,confianza
senil,miedo
senil,negativo
senil,tristeza
sensación,enfado
sensación,anticipación
sensación,asco
sensación,miedo
sensación,alegría
sensación,negativo
sensación,positivo
sensación,tristeza
sensación,sorpresa
sensación,confianza
sensacional,alegría
sensacional,positivo
sensibilidad,positivo
sensibilidad,alegría
sensibilidad,positivo
sensible,anticipación
sensible,positivo
sensible,confianza
sensual,anticipación
sensual,alegría
sensual,negativo
sensual,positivo
sensual,sorpresa
sensual,confianza
sensual,alegría
sensual,positivo
sensualidad,anticipación
sensualidad,alegría
sensualidad,positivo
cordial,alegría
cordial,positivo
sentida,confianza
sentida,positivo
cordial,alegría
cordial,positivo
cordial,confianza
sentido,positivo
sentimental,positivo
sentimentalismo,positivo
señal,anticipación
señor,asco
señor,negativo
señor,positivo
señor,confianza
señor,positivo
señor,confianza
señorío,positivo
señuelo,sorpresa
señuelo,negativo
separada,negativo
separado,negativo
separatista,enfado
separatista,asco
separatista,negativo
septicemia,miedo
septicemia,negativo
septicemia,tristeza
séptico,asco
séptico,negativo
sequía,negativo
serenidad,anticipación
serenidad,alegría
serenidad,positivo
serenidad,confianza
sereno,negativo
sereno,confianza
sereno,positivo
sereno,confianza
serie,confianza
seriedad,positivo
serio,positivo
sermón,positivo
sermón,confianza
serpenteante,negativo
serpiente,asco
serpiente,miedo
serpiente,negativo
serpiente,asco
serpiente,miedo
serpiente,negativo
serpiente de cascabel,miedo
servicial,alegría
servicial,positivo
servicial,confianza
servicial,enfado
servicial,anticipación
servicial,asco
servicial,miedo
servicial,alegría
servicial,positivo
servicial,sorpresa
servicial,confianza
servidor,negativo
servidor,confianza
servidumbre,negativo
servil,negativo
servil,asco
servil,miedo
servil,negativo
servil,tristeza
servilleta,tristeza
servir,negativo
servir,confianza
sesgada,enfado
sesgada,anticipación
sesgada,negativo
sesgado,enfado
sesgado,anticipación
sesgado,negativo
sesos,positivo
sesudamente,positivo
severo,enfado
severo,anticipación
severo,asco
severo,miedo
severo,negativo
severo,tristeza
sexo,anticipación
sexo,alegría
sexo,positivo
sexo,confianza
sí,positivo
sí,positivo
sidra,positivo
siempre que,anticipación
siempre que,alegría
siempre que,positivo
siempre que,confianza
siesta,alegría
siesta,positivo
sietemesino,negativo
sigilo,sorpresa
significar,anticipación
silbida,enfado
silbida,miedo
silbida,negativo
silbida,negativo
silbido,enfado
silbido,miedo
silbido,negativo
silbido,negativo
silencio,positivo
silencio,miedo
silencio,negativo
simbólico,positivo
simetría,alegría
simetría,positivo
simetría,confianza
simétrico,positivo
simpatía,positivo
simpatía,tristeza
simpático,anticipación
simpático,alegría
simpático,positivo
simpático,confianza
simpático,miedo
simpático,alegría
simpático,positivo
simpático,tristeza
simpático,confianza
simplificar,anticipación
simplificar,alegría
simplificar,positivo
simplificar,sorpresa
simplificar,confianza
sin alguna duda,anticipación
sin alguna duda,asco
sin alma,asco
sin alma,miedo
sin alma,negativo
sin alma,tristeza
sin amueblar,negativo
sin apoyo,negativo
sin control,negativo
sin defensa,sorpresa
sin descubrir,sorpresa
sin esperanza,miedo
sin esperanza,negativo
sin esperanza,tristeza
sin fonda,miedo
sin fondo,miedo
sin hogar,enfado
sin hogar,anticipación
sin hogar,asco
sin hogar,miedo
sin hogar,negativo
sin hogar,tristeza
sin igual,positivo
sin importancia,negativo
sin importancia,tristeza
sin nombre,asco
sin nombre,negativo
sin objetivo,negativo
sin precedentes,sorpresa
sin prisa,positivo
sin restricciones,alegría
sin restricciones,positivo
sin sentida,negativo
sin sentida,tristeza
sin sentida,enfado
sin sentida,asco
sin sentida,miedo
sin sentida,negativo
sin sentida,tristeza
sin sentida,sorpresa
sin sentido,negativo
sin sentido,tristeza
sin sentido,enfado
sin sentido,asco
sin sentido,miedo
sin sentido,negativo
sin sentido,tristeza
sin sentido,sorpresa
sin valor,enfado
sin valor,asco
sin valor,negativo
sin valor,tristeza
sin vida,miedo
sin vida,negativo
sin vida,tristeza
sinceramente,alegría
sinceramente,positivo
sinceridad,positivo
sincero,anticipación
sincero,alegría
sincero,positivo
sincero,sorpresa
sincero,confianza
sincero,positivo
sincero,confianza
síncope,miedo
síncope,negativo
síncope,tristeza
síncope,sorpresa
sincronizar,anticipación
sincronizar,alegría
sincronizar,positivo
sincronizar,sorpresa
sincronizar,confianza
sinérgico,positivo
sinérgico,confianza
sinfonía,anticipación
sinfonía,alegría
sinfonía,positivo
siniestro,enfado
siniestro,asco
siniestro,miedo
siniestro,negativo
sínoda,positivo
sínoda,confianza
sínodo,positivo
sínodo,confianza
sinónimo,miedo
sinónimo,negativo
sinónimo,positivo
sinónimo,confianza
síntoma,negativo
síntomas,negativo
sinvergüenza,enfado
sinvergüenza,asco
sinvergüenza,miedo
sinvergüenza,negativo
sinvergüenza,confianza
sirena,miedo
sirena,negativo
sistema,confianza
situación,anticipación
situación,asco
situación,miedo
situación,negativo
situación,tristeza
smo,anticipación
smo,alegría
smo,positivo
smo,sorpresa
smo,confianza
snob,negativo
soberano,confianza
soborno,negativo
soborno,asco
soborno,negativo
sobrecarga,negativo
sobrecarga,tristeza
sobrecargar,negativo
sobredosis,negativo
sobreestimar,sorpresa
sobrehumano,positivo
sobresalir,anticipación
sobresalir,alegría
sobresalir,positivo
sobresalir,sorpresa
sobresalir,confianza
sobrestimada,negativo
sobrestimado,negativo
sobrevalorada,enfado
sobrevalorada,asco
sobrevalorada,negativo
sobrevalorada,tristeza
sobrevalorado,enfado
sobrevalorado,asco
sobrevalorado,negativo
sobrevalorado,tristeza
sobrevivir,positivo
sobriedad,positivo
sobriedad,confianza
socavada,negativo
socavado,negativo
sociable,positivo
socialismo,asco
socialismo,miedo
socialista,enfado
socialista,asco
socialista,miedo
socialista,negativo
socialista,tristeza
sociedad,positivo
sociedad,confianza
sofá,tristeza
sofocada,enfado
sofocada,miedo
sofocada,negativo
sofocada,tristeza
sofocado,enfado
sofocado,miedo
sofocado,negativo
sofocado,tristeza
sofocante,asco
sofocante,miedo
sofocante,negativo
sofocante,tristeza
sofocar,negativo
sol,alegría
sol,positivo
solapa,negativo
soldada,enfado
soldada,positivo
soldada,tristeza
soldado,enfado
soldado,positivo
soldado,tristeza
soleada,anticipación
soleada,alegría
soleada,positivo
soleada,sorpresa
soleado,anticipación
soleado,alegría
soleado,positivo
soleado,sorpresa
soledad,miedo
soledad,negativo
soledad,tristeza
soledad,miedo
soledad,negativo
soledad,tristeza
solicitante,anticipación
sólida,positivo
solidaridad,confianza
solidez,positivo
solidez,confianza
sólido,positivo
solitario,tristeza
solitario,enfado
solitario,asco
solitario,miedo
solitario,negativo
solitario,tristeza
solitario,negativo
solitario,tristeza
sollozo,negativo
sollozo,tristeza
solterona,miedo
solterona,negativo
solterona,tristeza
solución,positivo
solvencia,positivo
solvencia,anticipación
solvencia,alegría
solvencia,positivo
solvencia,confianza
somático,negativo
somático,sorpresa
sombreada,miedo
sombreada,negativo
sombreado,miedo
sombreado,negativo
sombrío,negativo
sombrío,tristeza
sombrío,negativo
sombrío,tristeza
sometida,negativo
sometida,tristeza
sometido,negativo
sometido,tristeza
somnolencia,negativo
somorgujo,asco
somorgujo,negativo
sonar,anticipación
sonar,positivo
sonata,positivo
sondear,positivo
soneto,alegría
soneto,positivo
soneto,tristeza
sonoro,alegría
sonoro,positivo
sonreír,alegría
sonreír,positivo
sonreír,sorpresa
sonreír,confianza
sonriente,alegría
sonriente,positivo
sonrisa afectada,negativo
sonrojo,negativo
sopa,positivo
sopa de pescada,positivo
sopa de pescado,positivo
soplador,negativo
soportada,positivo
soportado,positivo
soportar,positivo
sorda,negativo
sórdida,enfado
sórdida,asco
sórdida,miedo
sórdida,negativo
sórdida,tristeza
sórdido,enfado
sórdido,asco
sórdido,miedo
sórdido,negativo
sórdido,tristeza
sordo,negativo
sorprendente,sorpresa
sorprendentemente,positivo
sorprendentes,positivo
sorprendida,sorpresa
sorprendido,sorpresa
sorpresa,miedo
sorpresa,alegría
sorpresa,positivo
sorpresa,sorpresa
sosegada,positivo
sosegado,positivo
sospecha,miedo
sospecha,negativo
sospechar,miedo
sospechar,negativo
sospechoso,sorpresa
sostenible,positivo
spa,anticipación
spa,alegría
spa,positivo
spa,sorpresa
spa,confianza
spaniel,alegría
spaniel,positivo
spaniel,confianza
staccato,positivo
suavidad,positivo
subasta,anticipación
subestimar,sorpresa
subito,sorpresa
sublimación,alegría
sublimación,positivo
subordinar,miedo
subordinar,negativo
subrayar,positivo
subsiguiente,anticipación
subsiguiente,alegría
subsiguiente,positivo
subsiguiente,confianza
subsistir,negativo
subvención,enfado
subvención,asco
subvención,negativo
subversión,enfado
subversión,miedo
subversión,negativo
subversivo,enfado
subversivo,negativo
subversivo,sorpresa
subvertir,asco
subvertir,miedo
subvertir,negativo
subvertir,tristeza
subyugación,enfado
subyugación,asco
subyugación,miedo
subyugación,negativo
subyugación,tristeza
suciedad,asco
suciedad,negativo
sucinto,positivo
sucio,asco
sucio,negativo
sucio,asco
sucio,negativo
sucio,asco
sucio,negativo
sucio,asco
sucio,negativo
suculento,negativo
suculento,positivo
sucumbir,negativo
sudario,tristeza
sudor,miedo
suelo,confianza
suelo,asco
suelo,negativo
suero,positivo
suerte,anticipación
suerte,alegría
suerte,positivo
suerte,sorpresa
suerte,alegría
suerte,positivo
suerte,sorpresa
suficiencia,positivo
sufrimiento,asco
sufrimiento,miedo
sufrimiento,negativo
sufrimiento,tristeza
sufrir,negativo
sugerir,confianza
suicida,enfado
suicida,asco
suicida,miedo
suicida,negativo
suicida,tristeza
suicidio,enfado
suicidio,miedo
suicidio,negativo
suicidio,tristeza
sujeción,negativo
sultán,miedo
sumador,enfado
sumador,asco
sumador,miedo
sumador,negativo
sumador,tristeza
sumergir,anticipación
sumergirse,anticipación
sumergirse,miedo
sumergirse,alegría
sumergirse,positivo
sumergirse,sorpresa
sumergirse,confianza
sumidero,asco
suministro,positivo
suministros,positivo
superestrella,alegría
superestrella,positivo
superestrella,confianza
superficial,negativo
superficial,negativo
superfluo,negativo
superhombre,alegría
superhombre,positivo
superhombre,confianza
superior,positivo
superioridad,positivo
superstición,miedo
superstición,negativo
superstición,positivo
supersticioso,anticipación
supersticioso,miedo
supersticioso,negativo
súplica,positivo
súplica,confianza
supremacía,enfado
supremacía,anticipación
supremacía,miedo
supremacía,alegría
supremacía,negativo
supremacía,positivo
supremacía,sorpresa
supremacía,confianza
supremamente,positivo
supremo,positivo
supremo,positivo
supresión,negativo
supresión,enfado
supresión,asco
supresión,miedo
supresión,negativo
surco,tristeza
susceptible,negativo
suscribir,anticipación
suscribir,positivo
suscribir,confianza
suspensión,miedo
suspensión,negativo
suspenso,anticipación
suspenso,miedo
suspenso,sorpresa
suspicaz,enfado
suspicaz,anticipación
suspicaz,negativo
sustancia,positivo
sustantivo,positivo
sustituto,confianza
susto,miedo
susto,negativo
susto,sorpresa
susto,enfado
susto,anticipación
susto,miedo
susto,negativo
susto,sorpresa
sustraer,negativo
tabaco,negativo
tablero,anticipación
tabú,asco
tabú,miedo
tabú,negativo
tabular,anticipación
tacaño,enfado
tacaño,asco
tacaño,miedo
tacaño,negativo
tacaño,tristeza
tacón,negativo
táctica,miedo
táctica,confianza
tacto,positivo
tajo,miedo
tajo,negativo
tal vez,sorpresa
talento,positivo
talismán,positivo
tallo,miedo
tallo,negativo
tambalear,sorpresa
tamborileo,enfado
tamborileo,negativo
tándem,confianza
tardanza,negativo
tardío,negativo
tardío,negativo
tarea,positivo
tarta de queso,negativo
taxi,positivo
teatro,alegría
teatro,positivo
tecnología,positivo
tedio,negativo
tedioso,negativo
teísmo,asco
teísmo,negativo
tejón,enfado
tejón,negativo
telar,anticipación
telar,miedo
telar,negativo
tema,negativo
temblar,enfado
temblar,anticipación
temblar,miedo
temblar,negativo
temblar,tristeza
temblor,miedo
temblor,negativo
temblor,miedo
temblor,negativo
temblor,enfado
temblor,anticipación
temblor,miedo
temblor,negativo
temblor,tristeza
tembloroso,enfado
tembloroso,anticipación
tembloroso,miedo
tembloroso,negativo
temerario,enfado
temerario,miedo
temerario,negativo
temeroso,miedo
temeroso,negativo
temeroso,miedo
temeroso,negativo
temeroso,tristeza
temiendo,miedo
temiendo,negativo
temor,enfado
temor,miedo
temor,negativo
temperamental,enfado
temperamental,negativo
temperamental,tristeza
tempestad,enfado
tempestad,anticipación
tempestad,miedo
tempestad,negativo
tempestad,tristeza
tempestad,sorpresa
templada,confianza
templada,positivo
templado,confianza
templado,positivo
templanza,positivo
tenacidad,positivo
tenaz,positivo
tendencia,positivo
tendero,confianza
tendón de la corva,enfado
tendón de la corva,negativo
tendón de la corva,tristeza
tenencia,positivo
tener cuidada,anticipación
tener cuidada,miedo
tener cuidada,negativo
tener cuidado,anticipación
tener cuidado,miedo
tener cuidado,negativo
tener éxito,anticipación
tener éxito,alegría
tener éxito,positivo
tener éxito,sorpresa
tener éxito,confianza
tener suerte,anticipación
tener suerte,sorpresa
teniente,confianza
tensión,enfado
tenso,miedo
tenso,negativo
tenso,tristeza
tenso,enfado
tenso,negativo
tentación,negativo
tentador,anticipación
tentador,alegría
tentador,negativo
tentador,positivo
tentador,sorpresa
teocrático,enfado
teocrático,miedo
teocrático,negativo
teocrático,tristeza
teocrático,confianza
teología,anticipación
teológico,confianza
teorema,confianza
teoría,anticipación
teoría,confianza
teórico,positivo
terapéutica,positivo
terapéutico,alegría
terapéutico,positivo
